tag3	tag1	name	autonym
ufi		Ufim	
uga		Ugaritic	
ugb		Kuku-Ugbanh	
uge		Ughele	
ugn		Ugandan Sign Language	
ugo		Ugong	
ugy		Uruguayan Sign Language	
uha		Uhami	
uhn		Damal	
uis		Uisai	
uiv		Iyive	
uji		Tanjijili	
uka		Kaburi	
ukg		Ukuriguma	
ukh		Ukhwejo	
ukk		Muak Sa-aak	Muak Sa-aak
ukl		Ukrainian Sign Language	
ukp		Ukpe-Bayobiri	
ukq		Ukwa	
uks		Urubú-Kaapor Sign Language	
uku		Ukue	
ukw		Ukwuani-Aboh-Ndoni	
uky		Kuuk-Yak	
ula		Fungwa	
ulb		Ulukwumi	
ulc		Ulch	
ule		Lule	
ulf		Usku	
uli		Ulithian	
ulk		Meriam	
ull		Ullatan	
ulm		Ulumanda'	
uln		Unserdeutsch	
ulu		Uma' Lung	
ulw		Ulwa	
uma		Umatilla	
umb		Umbundu	Umbundu
umc		Marrucinian	
umd		Umbindhamu	
umg		Umbuygamu	
umi		Ukit	
umm		Umon	
umn		Makyan Naga	Paungnyuan Naga
umo		Umotína	
ump		Umpila	
umr		Umbugarla	
ums		Pendau	
umu		Munsee	
una		North Watut	
und		Unknown language	und
une		Uneme	
ung		Ngarinyin	
unk		Enawené-Nawé	
unm		Unami	
unn		Kurnai	
unr		Mundari	
unu		Unubahe	
unx		Munda	
unz		Unde Kaili	
upi		Umeda	
upv		Uripiv-Wala-Rano-Atchin	Tirax
ura		Urarina	
urb		Urubú-Kaapor	
urc		Urningangg	
ure		Uru	
urf		Uradhi	
urg		Urigina	
urh		Urhobo	
uri		Urim	
urk		Urak Lawoi'	
url		Urali	
urm		Urapmin	
urn		Uruangnirin	
uro		Ura (Papua New Guinea)	
urp		Uru-Pa-In	
urr		Lehalurup	
urt		Urat	
uru		Urumi	
urv		Uruava	
urw		Sop	
urx		Urimo	
ury		Orya	
urz		Uru-Eu-Wau-Wau	
usa		Usarufa	
ush		Ushojo	
usi		Usui	
usk		Usaghade	
usp		Uspanteco	
usu		Uya	
uta		Otank	
ute		Ute-Southern Paiute	
utp		Amba (Solomon Islands)	
utr		Etulo	
utu		Utu	
uum		Urum	
uun		Kulon-Pazeh	
uur		Ura (Vanuatu)	
uuu		U	
uve		West Uvean	
uvh		Uri	
uvl		Lote	
uwa		Kuku-Uwanh	
uya		Doko-Uyanga	
uzn		Northern Uzbek	O’zbek
uzs		Southern Uzbek	
vaa		Vaagri Booli	
vae		Vale	
vaf		Vafsi	
vag		Vagla	
vah		Varhadi-Nagpuri	
vai		Vai	ꕙꔤ
vaj		Sekele	
val		Vehes	
vam		Vanimo	
van		Valman	
vao		Vao	
vap		Vaiphei	
var		Huarijio	
vas		Vasavi	
vau		Vanuma	
vav		Varli	
vay		Wayu	
vbb		Southeast Babar	
vbk		Southwestern Bontok	
vec		Venetian	Veneto
ved		Veddah	
vel		Veluws	
vem		Vemgo-Mabas	
veo		Ventureño	
vep		Veps	
ver		Mom Jango	
vgr		Vaghri	
vgt		Vlaamse Gebarentaal	
vic		Virgin Islands Creole English	
vid		Vidunda	
vif		Vili	
vig		Viemo	
vil		Vilela	
vin		Vinza	
vis		Vishavan	
vit		Viti	
viv		Iduna	
vka		Kariyarra	
vki		Ija-Zuba	
vkj		Kujarge	
vkk		Kaur	
vkl		Kulisusu	
vkm		Kamakan	
vko		Kodeoha	
vkp		Korlai Creole Portuguese	
vkt		Tenggarong Kutai Malay	
vku		Kurrama	
vlp		Valpei	
vls		West Flemish	
vma		Martuyhunira	
vmb		Barbaram	
vmc		Juxtlahuaca Mixtec	
vmd		Mudu Koraga	
vme		East Masela	
vmf		Main-Franconian	Mainfränkisch, Ostfränkisch
vmg		Lungalunga	
vmh		Maraghei	
vmi		Miwa	
vmj		Ixtayutla Mixtec	Tu’un savi
vmk		Makhuwa-Shirima	
vml		Malgana	
vmm		Mitlatongo Mixtec	Jnu’u lavi
vmp		Soyaltepec Mazatec	En naxijen
vmq		Soyaltepec Mixtec	
vmr		Marenje	
vms		Moksela	
vmu		Muluridyi	
vmv		Valley Maidu	
vmw		Makhuwa	
vmx		Tamazola Mixtec	
vmy		Ayautla Mazatec	Enre naxinanda nguifi
vmz		Mazatlán Mazatec	Ienra naxinandana nnandia
vnk		Vano	
vnm		Vinmavis	
vnp		Vunapu	
vor		Voro	
vot		Votic	
vra		Vera'a	
vro		Võro	Võro kiil
vrs		Varisi	
vrt		Burmbar	
vsi		Moldova Sign Language	
vsl		Venezuelan Sign Language	
vsv		Valencian Sign Language	
vto		Vitou	
vum		Vumbu	
vun		Vunjo	Kyivunjo
vut		Vute	
vwa		Awa (China)	
waa		Walla Walla	
wab		Wab	
wac		Wasco-Wishram	
wad		Wandamen	
wae		Walser	Walser
waf		Wakoná	
wag		Wa'ema	
wah		Watubela	
wai		Wares	
waj		Waffa	
wal		Wolaytta	ወላይታቱ
wam		Wampanoag	Wôpanâak
wan		Wan	
wao		Wappo	
wap		Wapishana	
waq		Wageman	
war		Waray	
was		Washo	
wat		Kaninuwa	
wau		Waurá	
wav		Waka	
waw		Waiwai	
wax		Watam	
way		Wayana	
waz		Wampur	
wba		Warao	
wbb		Wabo	
wbe		Waritai	
wbf		Wara	
wbh		Wanda	
wbi		Vwanji	Bavwanji
wbj		Alagwa	Alagwa, Alagwaisa
wbk		Waigali	
wbl		Wakhi	Khik, Khikwar
wbm		Wa	
wbp		Warlpiri	Warlpiri
wbq		Waddar	
wbr		Wagdi	
wbs		West Bengal Sign Language	
wbt		Wanman	
wbv		Wajarri	
wbw		Woi	
wca		Yanomámi	
wci		Waci Gbe	
wdd		Wandji	
wdg		Wadaginam	
wdj		Wadjiginy	
wdk		Wadikali	
wdu		Wadjigu	
wdy		Wadjabangayi	
wea		Wewaw	
wec		Wè Western	Wèè
wed		Wedau	
weg		Wergaia	
weh		Weh	
wei		Kiunum	
wem		Weme Gbe	
weo		Wemale	
wep		Westphalien	
wer		Weri	
wes		Cameroon Pidgin	Pidgin
wet		Perai	
weu		Rawngtu Chin	
wew		Wejewa	
wfg		Yafi	
wga		Wagaya	
wgb		Wagawaga	
wgg		Wangganguru	
wgi		Wahgi	
wgo		Waigeo	
wgu		Wirangu	
wgy		Warrgamay	
wha		Sou Upaa	
whg		North Wahgi	
whk		Wahau Kenyah	
whu		Wahau Kayan	
wib		Southern Toussian	
wic		Wichita	
wie		Wik-Epa	
wif		Wik-Keyangan	
wig		Wik-Ngathana	
wih		Wik-Me'anha	
wii		Minidien	
wij		Wik-Iiyanh	
wik		Wikalkan	
wil		Wilawila	
wim		Wik-Mungkan	
win		Ho-Chunk	
wir		Wiraféd	
wiu		Wiru	
wiv		Vitu	
wiy		Wiyot	
wja		Waja	
wji		Warji	
wka		Kw'adza	
wkb		Kumbaran	
wkd		Wakde	
wkl		Kalanadi	
wku		Kunduvadi	
wkw		Wakawaka	
wky		Wangkayutyuru	
wla		Walio	
wlc		Mwali Comorian	
wle		Wolane	
wlg		Kunbarlang	
wli		Waioli	
wlk		Wailaki	
wll		Wali (Sudan)	
wlm		Middle Welsh	
wlo		Wolio	
wlr		Wailapa	
wls		Wallisian	
wlu		Wuliwuli	
wlv		Wichí Lhamtés Vejoz	
wlw		Walak	
wlx		Wali (Ghana)	
wly		Waling	
wma		Mawa (Nigeria)	
wmb		Wambaya	
wmc		Wamas	
wmd		Mamaindé	Mamainsahai’gidu
wme		Wambule	
wmh		Waima'a	
wmi		Wamin	
wmm		Maiwa (Indonesia)	
wmn		Waamwang	
wmo		Wom (Papua New Guinea)	
wms		Wambon	
wmt		Walmajarri	
wmw		Mwani	
wmx		Womo	
wnb		Wanambre	
wnc		Wantoat	
wnd		Wandarang	
wne		Waneci	
wng		Wanggom	
wni		Ndzwani Comorian	Shindzwani
wnk		Wanukaka	
wnm		Wanggamala	
wnn		Wunumara	
wno		Wano	Wano
wnp		Wanap	
wnu		Usan	
wnw		Wintu	
wny		Wanyi	
woa		Tyaraity	
wob		Wè Northern	
woc		Wogeo	
yar		Yabarana	
zul	zu	Zulu	isiZulu
zha	za	Zhuang	
xho	xh	Xhosa	isiXhosa
yor	yo	Yoruba	Èdè Yorùbá
yid	yi	Yiddish	ייִדיש
wom		Wom (Nigeria)	
won		Wongo	
woo		Manombai	
wor		Woria	
wos		Hanga Hundi	
wow		Wawonii	
woy		Weyto	
wpc		Maco	
wra		Warapu	
wrb		Warluwara	
wrd		Warduji	
wrg		Warungu	
wrh		Wiradhuri	
wri		Wariyangga	
wrk		Garrwa	Karrwa
wrl		Warlmanpa	
wrm		Warumungu	
wrn		Warnang	
wro		Worrorra	
wrp		Waropen	
wrr		Wardaman	
wrs		Waris	
wru		Waru	
wrv		Waruna	
wrw		Gugu Warra	
wrx		Wae Rana	
wry		Merwari	
wrz		Waray (Australia)	
wsa		Warembori	
wsg		Adilabad Gondi	
wsi		Wusi	
wsk		Waskia	
wsr		Owenia	
wss		Wasa	
wsu		Wasu	
wsv		Wotapuri-Katarqalai	
wtf		Watiwa	
wth		Wathawurrung	
wti		Berta	Rotana
wtk		Watakataui	
wtm		Mewati	
wtw		Wotu	
wua		Wikngenchera	
wub		Wunambal	
wud		Wudu	
wuh		Wutunhua	
wul		Silimo	
wum		Wumbvu	
wun		Bungu	
wur		Wurrugu	
wut		Wutung	
wuu		Wu Chinese	
wuv		Wuvulu-Aua	
wux		Wulna	
wuy		Wauyai	
wwa		Waama	
wwb		Wakabunga	
wwo		Wetamut	
wwr		Warrwa	
www		Wawa	
wxa		Waxianghua	
wxw		Wardandi	
wya		Wyandot	
wyb		Wangaaybuwan-Ngiyambaa	
wyi		Woiwurrung	
wym		Wymysorys	
wyr		Wayoró	
wyy		Western Fijian	
xaa		Andalusian Arabic	
xab		Sambe	
xac		Kachari	
xad		Adai	
xae		Aequian	
xag		Aghwan	
xai		Kaimbé	
xaj		Ararandewára	
xak		Máku	
xal		Kalmyk	хальмг‎ (Xaľmg), хальмг келн‎ (Xaľmg keln)
xam		/Xam	
xan		Xamtanga	
xao		Khao	
xap		Apalachee	
xaq		Aquitanian	
xar		Karami	
xas		Kamas	
xat		Katawixi	
xau		Kauwera	
xav		Xavánte	
xaw		Kawaiisu	
xay		Kayan Mahakam	
xbb		Lower Burdekin	
xbc		Bactrian	
xbd		Bindal	
xbe		Bigambal	
xbg		Bunganditj	
xbi		Kombio	Akwun
xbj		Birrpayi	
xbm		Middle Breton	
xbn		Kenaboi	
xbo		Bolgarian	
xbp		Bibbulman	
xbr		Kambera	
xbw		Kambiwá	
xby		Batyala	
xcb		Cumbric	
xcc		Camunic	
xce		Celtiberian	
xcg		Cisalpine Gaulish	
xch		Chemakum	
xcl		Classical Armenian	
xcm		Comecrudo	
xcn		Cotoname	
xco		Chorasmian	
xcr		Carian	
xct		Classical Tibetan	
xcu		Curonian	
xcv		Chuvantsy	
xcw		Coahuilteco	
xcy		Cayuse	
xda		Darkinyung	
xdc		Dacian	
xdk		Dharuk	
xdm		Edomite	
xdo		Kwandu	Kwandu, Olukwandu
xdy		Malayic Dayak	
xeb		Eblan	
xed		Hdi	
xeg		//Xegwi	
xel		Kelo	
xem		Kembayan	
xep		Epi-Olmec	
xer		Xerénte	
xes		Kesawai	
xet		Xetá	
xeu		Keoru-Ahia	
xfa		Faliscan	
xga		Galatian	
xgb		Gbin	
xgd		Gudang	
xgf		Gabrielino-Fernandeño	
xgg		Goreng	
xgi		Garingbal	
xgl		Galindan	
xgm		Dharumbal	
xgr		Garza	
xgu		Unggumi	
xgw		Guwa	
xha		Harami	
xhc		Hunnic	
xhd		Hadrami	
xhe		Khetrani	
xhr		Hernican	
xht		Hattic	
xhu		Hurrian	
xhv		Khua	
xib		Iberian	
xii		Xiri	
xil		Illyrian	
xin		Xinca	
xir		Xiriâna	
xis		Kisan	
xiv		Indus Valley Language	
xiy		Xipaya	
xjb		Minjungbal	
xjt		Jaitmatang	
xka		Kalkoti	
xkb		Northern Nago	
xkc		Kho'ini	
xkd		Mendalam Kayan	
xke		Kereho	
xkf		Khengkha	
xkg		Kagoro	
xki		Kenyan Sign Language	
xkj		Kajali	
xkk		Kaco'	
xkl		Mainstream Kenyah	
xkn		Kayan River Kayan	
xko		Kiorr	
xkp		Kabatei	
xkq		Koroni	
xkr		Xakriabá	
xks		Kumbewaha	
xkt		Kantosi	
xku		Kaamba	
xkv		Kgalagadi	
xkw		Kembra	
xkx		Karore	
xky		Uma' Lasan	
xkz		Kurtokha	
xla		Kamula	
xlb		Loup B	
xlc		Lycian	
xld		Lydian	
xle		Lemnian	
xlg		Ligurian (Ancient)	
xli		Liburnian	
xln		Alanic	
xlo		Loup A	
xlp		Lepontic	
xls		Lusitanian	
xlu		Cuneiform Luwian	
xly		Elymian	
xma		Mushungulu	
xmb		Mbonga	
xmc		Makhuwa-Marrevone	
xmd		Mbudum	
xme		Median	
xmf		Mingrelian	
xmg		Mengaka	
xmh		Kuku-Muminh	
xmj		Majera	
xmk		Ancient Macedonian	
xml		Malaysian Sign Language	
xmm		Manado Malay	Bahasa Manado
xmn		Manichaean Middle Persian	
xmo		Morerebi	
xmp		Kuku-Mu'inh	
xmq		Kuku-Mangk	
xmr		Meroitic	
xms		Moroccan Sign Language	
xmt		Matbat	
xmu		Kamu	
xmv		Antankarana Malagasy	
xmw		Tsimihety Malagasy	
xmx		Maden	
xmy		Mayaguduna	
xmz		Mori Bawah	
xna		Ancient North Arabian	
xnb		Kanakanabu	
xng		Middle Mongolian	
xnh		Kuanhua	
xni		Ngarigu	
xnk		Nganakarti	
xnn		Northern Kankanay	
xno		Anglo-Norman	
xnr		Kangri	
xns		Kanashi	
xnt		Narragansett	
xnu		Nukunul	
xny		Nyiyaparli	
xnz		Kenzi	
xoc		O'chi'chi'	
xod		Kokoda	
xog		Soga	Olusoga
xoi		Kominimung	
xok		Xokleng	
xom		Komo (Sudan)	Tta Komo
xon		Konkomba	Likpakpaanl
xoo		Xukurú	
xop		Kopar	
xor		Korubo	
xow		Kowaki	
xpa		Pirriya	
xpc		Pecheneg	
xpe		Liberia Kpelle	
xpg		Phrygian	
xpi		Pictish	
xpj		Mpalitjanh	
xpk		Kulina Pano	
xpm		Pumpokol	
xpn		Kapinawá	
xpo		Pochutec	
xpp		Puyo-Paekche	
xpq		Mohegan-Pequot	
xpr		Parthian	
xps		Pisidian	
xpt		Punthamara	
xpu		Punic	
xpy		Puyo	
xqa		Karakhanid	
xqt		Qatabanian	
xra		Krahô	
xrb		Eastern Karaboro	
xrd		Gundungurra	
xre		Kreye	
xrg		Minang	
xri		Krikati-Timbira	
xrm		Armazic	
xrn		Arin	
xrq		Karranga	
xrr		Raetic	
xrt		Aranama-Tamique	
xru		Marriammu	
xrw		Karawa	
xsa		Sabaean	
xsb		Sambal	Sambalì
xsc		Scythian	
xsd		Sidetic	
xse		Sempan	
xsh		Shamang	
xsi		Sio	
xsl		South Slavey	Deh Gáh Ghotie Zhatie
xsm		Kasem	Kasem
xsn		Sanga (Nigeria)	
xso		Solano	
xsp		Silopi	
xsq		Makhuwa-Saka	
xsr		Sherpa	
xss		Assan	
xsu		Sanumá	
xsv		Sudovian	
xsy		Saisiyat	
xta		Alcozauca Mixtec	
xtb		Chazumba Mixtec	
xtc		Katcha-Kadugli-Miri	
xtd		Diuxi-Tilantongo Mixtec	Tnu’un dau
xte		Ketengban	
xtg		Transalpine Gaulish	
xth		Yitha Yitha	
xti		Sinicahua Mixtec	Tu’un savi
xtj		San Juan Teita Mixtec	Dañudavi
xtl		Tijaltepec Mixtec	Tu’un savi
xtm		Magdalena Peñasco Mixtec	
xtn		Northern Tlaxiaco Mixtec	Sa’an nda’u, Sa’an savi
xto		Tokharian A	
xtp		San Miguel Piedras Mixtec	
xtq		Tumshuqese	
xtr		Early Tripuri	
xts		Sindihui Mixtec	
xtt		Tacahua Mixtec	
xtu		Cuyamecalco Mixtec	Tu’un savi
xtv		Thawa	
xtw		Tawandê	
xty		Yoloxochitl Mixtec	Tu’un savi
xtz		Tasmanian	
xua		Alu Kurumba	
xub		Betta Kurumba	
xud		Umiida	
xug		Kunigami	
xuj		Jennu Kurumba	
xul		Ngunawal	
xum		Umbrian	
xun		Unggaranggu	
xuo		Kuo	
xup		Upper Umpqua	
xur		Urartian	
xut		Kuthant	
xuu		Kxoe	Khwe, Khwedam
xve		Venetic	
xvi		Kamviri	
xvn		Vandalic	
xvo		Volscian	
xvs		Vestinian	
xwa		Kwaza	
xwc		Woccon	
xwd		Wadi Wadi	
xwe		Xwela Gbe	
xwg		Kwegu	
xwj		Wajuk	
xwk		Wangkumara	
xwl		Western Xwla Gbe	
xwo		Written Oirat	
xwr		Kwerba Mamberamo	
xwt		Wotjobaluk	
xww		Wemba Wemba	
xxb		Boro (Ghana)	
xxk		Ke'o	
xxm		Minkin	
xxr		Koropó	
xxt		Tambora	
xya		Yaygir	
xyb		Yandjibara	
xyj		Mayi-Yapi	
xyk		Mayi-Kulan	
xyl		Yalakalore	
xyt		Mayi-Thakurti	
xyy		Yorta Yorta	
xzh		Zhang-Zhung	
xzm		Zemgalian	
xzp		Ancient Zapotec	
yaa		Yaminahua	
yab		Yuhup	Yuhup
yac		Pass Valley Yali	
yad		Yagua	Nijyamii, Nijyamïï Nikyejaada
yae		Pumé	Pumé
yaf		Yaka (Democratic Republic of Congo)	
yag		Yámana	Háusi Kúta
yah		Yazgulyam	Yuzdomi zavég
yai		Yagnobi	
yaj		Banda-Yangere	
yak		Yakama	
yal		Yalunka	Jalunga xuwiina’
yam		Yamba	
yan		Mayangna	
yao		Yao	
yap		Yapese	
yaq		Yaqui	Hiak-nooki, Yoeme
zho	zh	Chinese	中文
yas		Nugunu (Cameroon)	
yat		Yambeta	
yau		Yuwana	
yav		Yangben	nuasue
yaw		Yawalapití	
yax		Yauma	
yay		Agwagwune	
yaz		Lokaa	
yba		Yala	Yala
ybb		Yemba	
ybe		West Yugur	
ybh		Yakha	
ybi		Yamphu	
ybj		Hasha	
ybk		Bokha	
ybl		Yukuben	
ybm		Yaben	
ybn		Yabaâna	
ybo		Yabong	
ybx		Yawiyo	
yby		Yaweyuha	
ych		Chesu	
ycl		Lolopo	
ycn		Yucuna	Yucuna
ycp		Chepya	
yda		Yanda	
ydd		Eastern Yiddish	יידיש‎ (Yiddish)
yde		Yangum Dey	
ydg		Yidgha	
ydk		Yoidik	
yea		Ravula	
yec		Yeniche	
yee		Yimas	
yei		Yeni	
yej		Yevanic	
yel		Yela	
yer		Tarok	
yes		Nyankpa	
yet		Yetfa	
yeu		Yerukula	
yev		Yapunda	
yey		Yeyi	
yga		Malyangapa	
ygi		Yiningayi	
ygl		Yangum Gel	
ygm		Yagomi	
ygp		Gepo	
ygr		Yagaria	
ygs		Yolŋu Sign Language	
ygu		Yugul	
ygw		Yagwoia	
yha		Baha Buyang	
yhd		Judeo-Iraqi Arabic	
yhl		Hlepho Phowa	
yhs		Yan-nhaŋu Sign Language	
yia		Yinggarda	
yif		Ache	
yig		Wusa Nasu	
yih		Western Yiddish	
yii		Yidiny	
yij		Yindjibarndi	
yik		Dongshanba Lalo	
yil		Yindjilandji	
yim		Yimchungru Naga	
yin		Yinchia	
yip		Pholo	
yiq		Miqie	
yir		North Awyu	
yis		Yis	
yit		Eastern Lalu	
yiu		Awu	
yiv		Northern Nisu	
yix		Axi Yi	
yiz		Azhe	
yka		Yakan	
ykg		Northern Yukaghir	
yki		Yoke	
ykk		Yakaikeke	
ykl		Khlula	
ykm		Kap	
ykn		Kua-nsi	
yko		Yasa	
ykr		Yekora	
ykt		Kathu	
yku		Kuamasi	
yky		Yakoma	
yla		Yaul	
ylb		Yaleba	
yle		Yele	
ylg		Yelogu	
yli		Angguruk Yali	
yll		Yil	
ylm		Limi	
yln		Langnian Buyang	
ylo		Naluo Yi	
ylr		Yalarnnga	
ylu		Aribwaung	
yly		Nyâlayu	
ymb		Yambes	
ymc		Southern Muji	
ymd		Muda	
yme		Yameo	
ymg		Yamongeri	
ymh		Mili	
ymi		Moji	
ymk		Makwe	
yml		Iamalele	
ymm		Maay	
ymn		Yamna	Sunum
ymo		Yangum Mon	
ymp		Yamap	
ymq		Qila Muji	
ymr		Malasar	
yms		Mysian	
ymx		Northern Muji	
ymz		Muzi	
yna		Aluo	
ynd		Yandruwandha	
yne		Lang'e	
yng		Yango	
ynk		Naukan Yupik	
ynl		Yangulam	
ynn		Yana	
yno		Yong	
ynq		Yendang	
yns		Yansi	
ynu		Yahuna	
yob		Yoba	
yog		Yogad	
yoi		Yonaguni	
yok		Yokuts	
yol		Yola	
yom		Yombe	
yon		Yongkom	
yot		Yotti	
yox		Yoron	
yoy		Yoy	
ypa		Phala	
ypb		Labo Phowa	
ypg		Phola	
yph		Phupha	
ypm		Phuma	
ypn		Ani Phowa	
ypo		Alo Phola	
ypp		Phupa	
ypz		Phuza	
yra		Yerakai	
yrb		Yareba	
yre		Yaouré	
yrk		Nenets	
yrl		Nheengatu	
yrm		Yirrk-Mel	
yrn		Yerong	
yro		Yaroamë	
yrs		Yarsun	
yrw		Yarawata	
yry		Yarluyandi	
ysc		Yassic	
ysd		Samatao	
ysg		Sonaga	
ysl		Yugoslavian Sign Language	
ysn		Sani	
yso		Nisi (China)	
ysp		Southern Lolopo	
ysr		Sirenik Yupik	
yss		Yessan-Mayo	
ysy		Sanie	
yta		Talu	
ytl		Tanglang	
ytp		Thopho	
ytw		Yout Wam	
yty		Yatay	
yua		Yucateco	Maaya t’aan
yub		Yugambal	
yuc		Yuchi	
yud		Judeo-Tripolitanian Arabic	
yue		Cantonese	粵語
yuf		Havasupai-Walapai-Yavapai	
yug		Yug	
yui		Yurutí	Wajiaraye
yuj		Karkar-Yuri	
yuk		Yuki	
yul		Yulu	
yum		Quechan	
yun		Bena (Nigeria)	
yup		Yukpa	Yukpa
yuq		Yuqui	
yur		Yurok	
yut		Yopno	
yuw		Yau (Morobe Province)	
yux		Southern Yukaghir	
yuy		East Yugur	
yuz		Yuracare	
yva		Yawa	Yawa Unat
yvt		Yavitero	
ywa		Kalou	
ywg		Yinhawangka	
ywl		Western Lalu	
ywn		Yawanawa	
ywq		Wuding-Luquan Yi	
ywr		Yawuru	
ywt		Xishanba Lalo	
ywu		Wumeng Nasu	
yww		Yawarawarga	
yxa		Mayawali	
yxg		Yagara	
yxl		Yardliyawarra	
yxm		Yinwum	
yxu		Yuyu	
yxy		Yabula Yabula	
yyr		Yir Yoront	
yyu		Yau (Sandaun Province)	
yyz		Ayizi	
yzg		E'ma Buyang	
yzk		Zokhuo	
zaa		Sierra de Juárez Zapotec	
zab		Western Tlacolula Valley Zapotec	
zac		Ocotlán Zapotec	
zad		Cajonos Zapotec	
zae		Yareni Zapotec	
zaf		Ayoquesco Zapotec	
zag		Zaghawa	Beria
zah		Zangwal	
zai		Isthmus Zapotec	diidxazá
zaj		Zaramo	
zak		Zanaki	
zal		Zauzou	
zam		Miahuatlán Zapotec	
zao		Ozolotepec Zapotec	
zap		Zapotec	
zaq		Aloápam Zapotec	
zar		Rincón Zapotec	
zas		Santo Domingo Albarradas Zapotec	Dihidx Bilyáhab
zat		Tabaa Zapotec	
zau		Zangskari	
zav		Yatzachi Zapotec	
zaw		Mitla Zapotec	Didxsaj
zax		Xadani Zapotec	
zay		Zayse-Zergulla	
zaz		Zari	
zbc		Central Berawan	
zbe		East Berawan	
zbl		Blissymbols	
zbt		Batui	
zbw		West Berawan	
zca		Coatecas Altas Zapotec	
zch		Central Hongshuihe Zhuang	
zdj		Ngazidja Comorian	
zea		Zeelandic	
zeg		Zenag	
zeh		Eastern Hongshuihe Zhuang	
zen		Zenaga	
zga		Kinga	Bakinga
zgb		Guibei Zhuang	
zgh		Standard Moroccan Tamazight	ⵜⴰⵎⴰⵣⵉⵖⵜ
zgm		Minz Zhuang	
zgn		Guibian Zhuang	
zgr		Magori	
zhb		Zhaba	
zhd		Dai Zhuang	
zhi		Zhire	
zhn		Nong Zhuang	Tei Nong
zhw		Zhoa	
zia		Zia	
zib		Zimbabwe Sign Language	
zik		Zimakani	
zil		Zialo	
zim		Mesme	
zin		Zinza	Abazinza
zir		Ziriya	
ziw		Zigula	
ziz		Zizilivakan	
zka		Kaimbulawa	
zkb		Koibal	
zkd		Kadu	Asak
zkg		Koguryo	
zkh		Khorezmian	
zkk		Karankawa	
zkn		Kanan	
zko		Kott	
zkp		São Paulo Kaingáng	
zkr		Zakhring	
zkt		Kitan	
zku		Kaurna	
zkv		Krevinian	
zkz		Khazar	
zlj		Liujiang Zhuang	
zlm		Malay (individual language)	Bahasa Melayu, ملايو‎ (Melayu)
zln		Lianshan Zhuang	
zlq		Liuqian Zhuang	
zma		Manda (Australia)	
zmb		Zimba	
zmc		Margany	
zmd		Maridan	
zme		Mangerr	
zmf		Mfinu	
zmg		Marti Ke	
zmh		Makolkol	
zmi		Negeri Sembilan Malay	
zmj		Maridjabin	
zmk		Mandandanyi	
zml		Madngele	
zmm		Marimanindji	
zmn		Mbangwe	
zmo		Molo	
zmp		Mpuono	
zmq		Mituku	
zmr		Maranunggu	
zms		Mbesa	
zmt		Maringarr	
zmu		Muruwari	
zmv		Mbariman-Gudhinma	
zmw		Mbo (Democratic Republic of Congo)	
zmx		Bomitaba	
zmy		Mariyedi	
zmz		Mbandja	
zna		Zan Gula	More
zne		Zande (individual language)	
zng		Mang	
znk		Manangkari	
zns		Mangas	
zoc		Copainalá Zoque	
zoh		Chimalapa Zoque	
zom		Zou	Zokam
zoo		Asunción Mixtepec Zapotec	
zoq		Tabasco Zoque	
zor		Rayón Zoque	
zos		Francisco León Zoque	
zpa		Lachiguiri Zapotec	
zpb		Yautepec Zapotec	
zpc		Choapan Zapotec	
zpd		Southeastern Ixtlán Zapotec	
zpe		Petapa Zapotec	
zpf		San Pedro Quiatoni Zapotec	
zpg		Guevea De Humboldt Zapotec	
zph		Totomachapan Zapotec	
zpi		Santa María Quiegolani Zapotec	
zpj		Quiavicuzas Zapotec	
zpk		Tlacolulita Zapotec	
zpl		Lachixío Zapotec	Dialu
zpm		Mixtepec Zapotec	
zpn		Santa Inés Yatzechi Zapotec	
zpo		Amatlán Zapotec	Dizhze
zpp		El Alto Zapotec	
zpq		Zoogocho Zapotec	
zpr		Santiago Xanica Zapotec	
zps		Coatlán Zapotec	
zpt		San Vicente Coatlán Zapotec	
zpu		Yalálag Zapotec	
zpv		Chichicapan Zapotec	
zpw		Zaniza Zapotec	
zpx		San Baltazar Loxicha Zapotec	
zpy		Mazaltepec Zapotec	
zpz		Texmelucan Zapotec	
zqe		Qiubei Zhuang	
zra		Kara (Korea)	
zrg		Mirgan	
zrn		Zerenkel	
zro		Záparo	
zrp		Zarphatic	
zrs		Mairasi	
zsa		Sarasira	
zsk		Kaskean	
zsl		Zambian Sign Language	
zsm		Standard Malay	Bahasa Malaysia
zsr		Southern Rincon Zapotec	
zsu		Sukurum	
zte		Elotepec Zapotec	
ztg		Xanaguía Zapotec	Diidz Zë
ztl		Lapaguía-Guivini Zapotec	
ztm		San Agustín Mixtepec Zapotec	
ztn		Santa Catarina Albarradas Zapotec	
ztp		Loxicha Zapotec	Diste
ztq		Quioquitani-Quierí Zapotec	
zts		Tilquiapan Zapotec	
ztt		Tejalapan Zapotec	
ztu		Güilá Zapotec	
ztx		Zaachila Zapotec	
zty		Yatee Zapotec	
zua		Zeem	
zuh		Tokano	
zyg		Yang Zhuang	壮语徳靖‎ (Deijing Zhuang)
zum		Kumzari	
zun		Zuni	Shiwi’ma
zuy		Zumaya	
zwa		Zay	
zxx		No linguistic content	
zyb		Yongbei Zhuang	
zyj		Youjiang Zhuang	
zyn		Yongnan Zhuang	
zyp		Zyphe Chin	
zza		Zaza	
zzj		Zuojiang Zhuang	
